,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,bundle_density,payment_friction_flag,overpaying_flag,unbalanced_bundle,contract_leverage,price_fatigue_index
731,Female,0,0,0,11,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,35.8,363.15,0,2,0,0,0,Low-Cost Flex,3.2545454545454544
732,Female,1,1,1,28,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,35.9,973.65,0,2,1,0,0,Low-Cost Flex,1.282142857142857
733,Male,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,35.9,35.9,1,2,1,0,0,Low-Cost Flex,35.9
734,Female,0,0,0,1,0,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,35.9,35.9,0,3,0,0,0,Low-Cost Flex,35.9
735,Male,0,0,0,21,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.0,780.15,0,3,0,0,0,Low-Cost Flex,1.7142857142857142
736,Female,0,0,0,10,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,36.25,374.0,0,3,1,0,0,Low-Cost Flex,3.625
737,Male,1,1,0,3,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,36.45,93.7,1,2,0,0,0,Low-Cost Flex,12.15
738,Female,1,0,0,1,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,36.45,36.45,1,2,1,0,0,Low-Cost Flex,36.45
739,Male,1,1,0,27,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),36.5,1032.0,1,2,0,0,0,Low-Cost Flex,1.3518518518518519
740,Male,1,0,0,37,0,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,36.65,1315.0,0,3,1,0,0,Low-Cost Flex,0.9905405405405405
741,Male,0,0,0,3,0,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.85,108.7,1,3,0,0,0,Low-Cost Flex,12.283333333333333
742,Female,0,0,1,8,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,38.5,330.8,0,3,1,0,0,Low-Cost Flex,4.8125
743,Male,0,1,1,4,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),38.55,156.1,0,3,0,0,0,Low-Cost Flex,9.6375
744,Female,0,1,1,26,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),38.85,1025.15,0,4,0,0,0,Low-Cost Flex,1.4942307692307693
745,Female,0,0,0,16,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,38.9,664.4,0,3,1,0,0,Low-Cost Flex,2.43125
746,Male,1,0,0,16,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,39.0,679.85,1,3,0,0,0,Low-Cost Flex,2.4375
747,Female,0,1,0,18,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,39.05,669.85,1,3,1,0,0,Low-Cost Flex,2.1694444444444443
748,Male,1,1,0,24,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),39.1,971.3,1,3,0,0,0,Low-Cost Flex,1.6291666666666667
749,Male,0,1,1,49,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.2,1838.15,0,3,1,0,0,Low-Cost Flex,0.8
750,Female,0,1,1,22,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,39.2,849.9,0,3,1,0,0,Low-Cost Flex,1.781818181818182
751,Male,0,0,0,57,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,2111.45,1,3,1,0,0,Low-Cost Flex,0.6894736842105262
752,Female,1,1,0,40,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,1637.4,1,3,1,0,0,Low-Cost Flex,0.9824999999999999
753,Male,0,1,1,50,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),39.45,2021.35,0,3,0,0,0,Low-Cost Flex,0.789
754,Female,0,0,0,5,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,39.5,210.75,1,3,1,0,0,Low-Cost Flex,7.9
755,Male,1,0,0,1,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,39.65,39.65,1,3,1,0,0,Low-Cost Flex,39.65
756,Male,0,0,0,19,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,39.65,733.35,1,3,1,0,0,Low-Cost Flex,2.0868421052631576
757,Female,0,0,0,19,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,39.7,710.05,0,3,1,0,0,Low-Cost Flex,2.0894736842105264
758,Female,1,0,0,35,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,39.85,1434.6,0,3,1,0,0,Low-Cost Flex,1.1385714285714286
759,Male,0,0,0,68,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),39.9,2796.35,0,3,0,0,0,Low-Cost Flex,0.586764705882353
760,Male,0,1,0,52,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,39.9,2020.9,0,3,1,0,0,Low-Cost Flex,0.7673076923076922
761,Male,0,0,0,5,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,40.0,223.45,1,4,0,0,0,Low-Cost Flex,8.0
762,Male,0,0,0,4,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.05,162.45,0,3,1,0,0,Low-Cost Flex,10.0125
763,Male,1,1,1,22,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Mailed check,40.05,880.2,1,3,0,0,0,Low-Cost Flex,1.8204545454545453
764,Female,0,1,1,1,0,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,40.1,40.1,1,3,1,0,0,Low-Cost Flex,40.1
765,Female,0,0,0,7,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),40.1,293.3,1,3,0,0,0,Low-Cost Flex,5.728571428571429
766,Male,0,1,0,42,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),40.15,1626.05,0,3,0,0,0,Low-Cost Flex,0.9559523809523809
767,Male,0,0,0,3,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Mailed check,40.15,130.75,1,3,0,0,0,Low-Cost Flex,13.383333333333333
768,Male,1,1,0,1,0,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,40.2,40.2,1,3,1,0,0,Low-Cost Flex,40.2
769,Female,0,0,0,37,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.2,1478.85,0,3,0,0,0,Low-Cost Flex,1.0864864864864865
770,Male,0,1,1,37,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),40.2,1448.8,1,4,0,0,0,Low-Cost Flex,1.0864864864864865
771,Female,0,1,1,3,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Mailed check,40.3,92.5,0,3,0,0,0,Low-Cost Flex,13.433333333333332
772,Female,1,0,0,30,0,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,40.3,1172.95,1,3,1,0,0,Low-Cost Flex,1.3433333333333333
773,Female,0,0,0,41,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,40.35,1677.85,0,3,1,0,0,Low-Cost Flex,0.9841463414634146
774,Male,0,0,0,2,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),40.4,77.15,1,4,0,0,0,Low-Cost Flex,20.2
775,Male,0,0,1,43,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,40.45,1912.85,0,4,1,0,0,Low-Cost Flex,0.9406976744186047
776,Male,0,0,0,39,0,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,40.6,1494.5,0,3,1,0,0,Low-Cost Flex,1.041025641025641
777,Female,0,1,0,49,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),40.65,2070.75,0,3,0,0,0,Low-Cost Flex,0.8295918367346938
778,Male,0,1,0,9,0,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Mailed check,40.65,328.95,1,3,0,0,0,Low-Cost Flex,4.516666666666667
779,Female,1,1,0,24,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),40.65,933.3,1,3,0,0,0,Low-Cost Flex,1.6937499999999999
780,Female,0,0,0,10,0,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),40.7,449.3,0,4,0,0,0,Low-Cost Flex,4.07
781,Female,0,0,0,9,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,40.75,359.4,0,3,1,0,0,Low-Cost Flex,4.527777777777778
782,Male,0,1,0,59,0,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),41.05,2452.7,1,3,0,0,0,Low-Cost Flex,0.6957627118644067
783,Female,0,0,0,39,0,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,0,Bank transfer (automatic),41.1,1597.05,0,4,0,0,0,Low-Cost Flex,1.0538461538461539
784,Male,1,0,0,3,0,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,41.15,132.2,1,3,1,0,0,Low-Cost Flex,13.716666666666667
785,Male,0,0,0,3,0,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,0,Mailed check,41.35,107.25,0,4,0,0,0,Low-Cost Flex,13.783333333333333
786,Female,1,0,0,21,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,41.9,840.1,1,3,1,0,0,Low-Cost Flex,1.9952380952380953
787,Male,0,0,0,4,0,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,42.4,146.4,0,4,0,0,0,Low-Cost Flex,10.6
788,Female,0,0,0,2,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,42.6,72.4,1,4,1,0,0,Low-Cost Flex,21.3
789,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,42.9,42.9,1,2,1,0,0,Low-Cost Flex,42.9
790,Male,0,0,0,5,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,43.25,219.0,1,5,0,0,0,Low-Cost Flex,8.65
791,Male,1,0,0,1,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Electronic check,43.3,43.3,1,4,1,0,0,Low-Cost Flex,43.3
792,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,43.3,123.65,1,2,1,0,0,Low-Cost Flex,14.433333333333332
793,Male,1,1,0,8,0,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Mailed check,43.35,371.4,0,4,0,0,0,Low-Cost Flex,5.41875
794,Male,0,0,0,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.55,335.4,0,2,0,0,0,Low-Cost Flex,5.44375
795,Male,0,0,0,21,0,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,1,Mailed check,43.55,1011.5,0,4,0,0,0,Low-Cost Flex,2.0738095238095235
796,Male,1,0,0,12,0,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,43.65,526.95,1,4,1,0,0,Low-Cost Flex,3.6374999999999997
797,Female,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,43.75,405.7,0,2,1,0,0,Low-Cost Flex,4.861111111111111
798,Female,0,0,0,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),43.8,540.95,0,2,0,0,0,Low-Cost Flex,3.65
799,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,43.8,43.8,0,2,1,0,0,Low-Cost Flex,43.8
800,Female,1,0,0,49,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.8,2106.05,0,2,0,0,0,Low-Cost Flex,0.8938775510204081
801,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),43.85,43.85,0,2,0,0,0,Low-Cost Flex,43.85
802,Female,1,0,0,64,0,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,43.85,2751.0,0,4,1,0,0,Low-Cost Flex,0.68515625
803,Male,0,0,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.9,278.4,0,2,0,0,0,Low-Cost Flex,6.271428571428571
804,Female,0,1,0,46,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,43.95,2007.85,0,3,1,0,0,Low-Cost Flex,0.9554347826086957
805,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),43.95,43.95,0,2,0,0,0,Low-Cost Flex,43.95
806,Female,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,43.95,85.1,0,2,1,0,0,Low-Cost Flex,21.975
807,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,43.95,43.95,1,2,0,0,0,Low-Cost Flex,43.95
808,Male,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,2,1,0,0,Low-Cost Flex,44.0
809,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,2,1,0,0,Low-Cost Flex,44.0
810,Male,1,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44.0,0,2,1,0,0,Low-Cost Flex,44.0
811,Male,0,0,1,13,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.0,659.35,0,2,0,0,0,Low-Cost Flex,3.3846153846153846
812,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.0,44.0,0,2,0,0,0,Low-Cost Flex,44.0
813,Female,0,0,0,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.05,202.15,0,2,0,0,0,Low-Cost Flex,8.809999999999999
814,Female,0,1,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.05,483.7,1,2,1,0,0,Low-Cost Flex,4.004545454545454
815,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.05,44.05,0,2,0,0,0,Low-Cost Flex,44.05
816,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.1,44.1,1,2,1,0,0,Low-Cost Flex,44.1
817,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.15,44.15,1,2,0,0,0,Low-Cost Flex,44.15
818,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.15,92.65,1,2,1,0,0,Low-Cost Flex,22.075
819,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.15,44.15,0,2,0,0,0,Low-Cost Flex,44.15
820,Female,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.2,403.35,1,2,0,0,0,Low-Cost Flex,4.911111111111111
821,Female,0,1,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.25,313.45,0,2,0,0,0,Low-Cost Flex,6.321428571428571
822,Female,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.3,89.3,0,2,1,0,0,Low-Cost Flex,22.15
823,Female,0,1,1,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.3,134.5,1,2,0,0,0,Low-Cost Flex,14.766666666666666
824,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.3,44.3,0,2,0,0,0,Low-Cost Flex,44.3
825,Male,0,1,0,59,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.3,2666.75,0,3,1,0,0,Low-Cost Flex,0.7508474576271186
826,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.35,81.25,1,2,1,0,0,Low-Cost Flex,22.175
827,Female,0,0,0,20,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.35,927.15,0,2,1,0,0,Low-Cost Flex,2.2175000000000002
828,Male,0,1,0,18,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.35,768.05,0,2,0,0,0,Low-Cost Flex,2.463888888888889
829,Female,0,1,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.35,44.35,1,2,0,0,0,Low-Cost Flex,44.35
830,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,1,2,0,0,0,Low-Cost Flex,44.4
831,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,1,2,0,0,0,Low-Cost Flex,44.4
832,Male,1,0,0,7,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,44.4,265.8,0,4,1,0,0,Low-Cost Flex,6.3428571428571425
833,Male,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.4,348.15,0,2,0,0,0,Low-Cost Flex,4.933333333333334
834,Male,0,0,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.4,44.4,1,2,1,0,0,Low-Cost Flex,44.4
835,Female,1,0,0,6,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.4,263.05,0,3,1,0,0,Low-Cost Flex,7.3999999999999995
836,Female,0,0,0,26,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),44.45,1183.8,0,4,0,0,0,Low-Cost Flex,1.7096153846153848
837,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.45,44.45,0,2,0,0,0,Low-Cost Flex,44.45
838,Male,0,0,0,51,0,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),44.45,2181.55,0,4,0,0,0,Low-Cost Flex,0.8715686274509804
839,Female,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.45,82.7,0,2,1,0,0,Low-Cost Flex,22.225
840,Female,0,0,0,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.45,369.3,0,2,0,0,0,Low-Cost Flex,5.55625
841,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.45,44.45,1,2,0,0,0,Low-Cost Flex,44.45
842,Male,0,1,1,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.5,90.05,0,2,1,0,0,Low-Cost Flex,22.25
843,Male,0,0,1,30,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.5,1307.8,0,3,1,0,0,Low-Cost Flex,1.4833333333333334
844,Male,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.55,220.75,0,2,0,0,0,Low-Cost Flex,11.1375
845,Male,0,0,0,4,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.55,174.3,1,3,1,0,0,Low-Cost Flex,11.1375
846,Male,0,1,1,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.55,44.55,0,2,1,0,0,Low-Cost Flex,44.55
847,Male,0,1,0,33,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.55,1462.6,0,2,0,0,0,Low-Cost Flex,1.3499999999999999
848,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.55,44.55,0,2,0,0,0,Low-Cost Flex,44.55
849,Female,0,0,1,12,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.55,480.6,1,2,1,0,0,Low-Cost Flex,3.7125
850,Female,0,1,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.6,80.55,1,2,0,0,0,Low-Cost Flex,22.3
851,Female,0,1,0,2,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,44.6,97.1,1,3,1,0,0,Low-Cost Flex,22.3
852,Male,0,1,1,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.6,260.8,1,2,0,0,0,Low-Cost Flex,7.433333333333334
853,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.6,44.6,0,2,0,0,0,Low-Cost Flex,44.6
854,Female,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.6,122.7,0,2,1,0,0,Low-Cost Flex,14.866666666666667
855,Male,0,0,0,26,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),44.65,1156.55,0,4,0,0,0,Low-Cost Flex,1.7173076923076922
856,Male,0,1,1,8,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.65,369.15,0,2,0,0,0,Low-Cost Flex,5.58125
857,Male,0,0,0,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.65,322.5,0,2,0,0,0,Low-Cost Flex,6.378571428571428
858,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.65,74.9,1,2,0,0,0,Low-Cost Flex,22.325
859,Female,0,0,0,11,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.65,472.25,0,2,0,0,0,Low-Cost Flex,4.059090909090909
860,Male,0,0,0,1,0,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Mailed check,44.65,44.65,1,4,0,0,0,Low-Cost Flex,44.65
861,Male,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),44.7,44.7,1,2,0,0,0,Low-Cost Flex,44.7
862,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.7,93.7,1,2,1,0,0,Low-Cost Flex,22.35
863,Male,1,0,0,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),44.7,276.5,0,2,0,0,0,Low-Cost Flex,7.45
864,Male,0,0,0,6,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.75,270.95,1,2,1,0,0,Low-Cost Flex,7.458333333333333
865,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.75,44.75,0,2,1,0,0,Low-Cost Flex,44.75
866,Male,0,1,1,7,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.75,333.65,0,2,1,0,0,Low-Cost Flex,6.392857142857143
867,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,44.75,0,2,0,0,0,Low-Cost Flex,44.75
868,Female,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,148.05,0,2,0,0,0,Low-Cost Flex,14.916666666666666
869,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.8,44.8,0,2,1,0,0,Low-Cost Flex,44.8
870,Female,0,1,1,5,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.8,220.45,0,2,0,0,0,Low-Cost Flex,8.959999999999999
871,Female,0,0,0,48,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.8,2104.55,0,4,1,0,0,Low-Cost Flex,0.9333333333333332
872,Male,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.8,176.2,0,2,0,0,0,Low-Cost Flex,11.2
873,Male,0,1,1,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.8,169.65,0,2,1,0,0,Low-Cost Flex,11.2
874,Male,0,1,1,13,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.8,559.2,0,2,0,0,0,Low-Cost Flex,3.446153846153846
875,Male,0,0,0,10,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),44.85,435.4,1,2,0,0,0,Low-Cost Flex,4.485
876,Male,0,1,1,34,0,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,44.85,1442.6,0,4,1,0,0,Low-Cost Flex,1.3191176470588235
877,Male,1,1,0,57,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.85,2572.95,1,3,1,0,0,Low-Cost Flex,0.7868421052631579
878,Male,1,0,0,55,0,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,44.85,2479.05,0,4,1,0,0,Low-Cost Flex,0.8154545454545454
879,Female,0,0,0,56,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),44.85,2564.95,0,3,0,0,0,Low-Cost Flex,0.8008928571428572
880,Female,0,1,0,19,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.9,839.65,0,2,0,0,0,Low-Cost Flex,2.363157894736842
881,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.9,111.05,0,2,0,0,0,Low-Cost Flex,22.45
882,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,44.9,44.9,0,2,0,0,0,Low-Cost Flex,44.9
883,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),44.9,44.9,1,2,0,0,0,Low-Cost Flex,44.9
884,Female,0,0,0,23,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,44.95,996.85,0,3,1,0,0,Low-Cost Flex,1.9543478260869567
885,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,85.15,1,2,0,0,0,Low-Cost Flex,22.475
886,Female,0,0,0,46,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),44.95,2168.9,0,2,0,0,0,Low-Cost Flex,0.9771739130434783
887,Male,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,431.0,1,2,0,0,0,Low-Cost Flex,4.9944444444444445
